n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.1,36,3,0.996513315942057,2.9850624238062,HD,CCA,0.096569958
100,200,0.1,36,4,0.998868762947102,3.9839311867533,HD,CCA,0.096569958
100,200,0.1,36,5,0.998047607464491,4.9819787942178,HD,CCA,0.096569958
100,200,0.1,37,1,0.993052322218015,0.993052322218015,HD,CCA,0.115979416
100,200,0.1,37,2,0.995792783054604,1.98884510527262,HD,CCA,0.115979416
100,200,0.1,37,3,0.997621105548789,2.98646621082141,HD,CCA,0.115979416
100,200,0.1,37,4,0.992645998303229,3.97911220912464,HD,CCA,0.115979416
100,200,0.1,37,5,0.998439334446985,4.97755154357162,HD,CCA,0.115979416
100,200,0.1,38,1,0.990589484362324,0.990589484362324,HD,CCA,0.092440625
100,200,0.1,38,2,0.987793655179517,1.97838313954184,HD,CCA,0.092440625
100,200,0.1,38,3,0.992010131490092,2.97039327103193,HD,CCA,0.092440625
100,200,0.1,38,4,0.993557906031708,3.96395117706364,HD,CCA,0.092440625
100,200,0.1,38,5,0.994502104385635,4.95845328144928,HD,CCA,0.092440625
100,200,0.1,39,1,0.990036695483463,0.990036695483463,HD,CCA,0.08918475
100,200,0.1,39,2,0.992516749387575,1.98255344487104,HD,CCA,0.08918475
100,200,0.1,39,3,0.996286151453834,2.97883959632487,HD,CCA,0.08918475
100,200,0.1,39,4,0.998141875001071,3.97698147132594,HD,CCA,0.08918475
100,200,0.1,39,5,0.999711796123169,4.97669326744911,HD,CCA,0.08918475
100,200,0.1,40,1,0.992687790896407,0.992687790896407,HD,CCA,0.081314416
100,200,0.1,40,2,0.997212112639245,1.98989990353565,HD,CCA,0.081314416
100,200,0.1,40,3,0.996566420109453,2.98646632364511,HD,CCA,0.081314416
100,200,0.1,40,4,0.989929142962388,3.97639546660749,HD,CCA,0.081314416
100,200,0.1,40,5,0.992129246482408,4.9685247130899,HD,CCA,0.081314416
100,200,0.1,41,1,0.99813956094005,0.99813956094005,HD,CCA,0.086293208
100,200,0.1,41,2,0.998750699182311,1.99689026012236,HD,CCA,0.086293208
100,200,0.1,41,3,0.996583174383548,2.99347343450591,HD,CCA,0.086293208
100,200,0.1,41,4,0.998136801087199,3.99161023559311,HD,CCA,0.086293208
100,200,0.1,41,5,0.998393646176881,4.99000388176999,HD,CCA,0.086293208
100,200,0.1,42,1,0.997218527826185,0.997218527826185,HD,CCA,0.044261542
100,200,0.1,42,2,0.991187504217102,1.98840603204329,HD,CCA,0.044261542
100,200,0.1,42,3,0.999216596382488,2.98762262842577,HD,CCA,0.044261542
100,200,0.1,42,4,0.998592042060397,3.98621467048617,HD,CCA,0.044261542
100,200,0.1,42,5,0.997873202459292,4.98408787294546,HD,CCA,0.044261542
100,200,0.1,43,1,0.997281160981358,0.997281160981358,HD,CCA,0.048163333
100,200,0.1,43,2,0.993417542276713,1.99069870325807,HD,CCA,0.048163333
100,200,0.1,43,3,0.9945186664336,2.98521736969167,HD,CCA,0.048163333
100,200,0.1,43,4,0.999679932479189,3.98489730217086,HD,CCA,0.048163333
100,200,0.1,43,5,0.999695605742316,4.98459290791317,HD,CCA,0.048163333
100,200,0.1,44,1,0.99549710815942,0.99549710815942,HD,CCA,0.047924208
100,200,0.1,44,2,0.998460341501286,1.99395744966071,HD,CCA,0.047924208
100,200,0.1,44,3,0.998933578628407,2.99289102828911,HD,CCA,0.047924208
100,200,0.1,44,4,0.998373279590892,3.99126430788001,HD,CCA,0.047924208
100,200,0.1,44,5,0.998784638913552,4.99004894679356,HD,CCA,0.047924208
100,200,0.1,45,1,0.991940620515266,0.991940620515266,HD,CCA,0.045025541
100,200,0.1,45,2,0.989101298420147,1.98104191893541,HD,CCA,0.045025541
